,breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category,description_length,temperament_length,text_combined
150,komondor,hungarian language tip day plural komondor komondorok let take look dog see large powerful guardian covered profuse white cord big male stand inch weigh pound heavy bone deep chest lot muscle despite brawn komondorok agile light footed move long stride unique look impossible mistake koms anything else powerfully large hungarian flock guardian covered profuse white cord head tail komondor among world recognizable breed independent protective kom requires firm experienced hand training,loyal dignified brave,173,64.77,69.85,36.2873896,45.359237,10.0,12.0,working_group,1.0,specialty/professional,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.4,reserved_with_strangers,119,3,hungarian language tip day plural komondor komondorok let take look dog see large powerful guardian covered profuse white cord big male stand inch weigh pound heavy bone deep chest lot muscle despite brawn komondorok agile light footed move long stride unique look impossible mistake koms anything else powerfully large hungarian flock guardian covered profuse white cord head tail komondor among world recognizable breed independent protective kom requires firm experienced hand training loyal dignified brave working_group komondor specialty/professional seasonal regular_exercise independent reserved_with_strangers
151,kromfohrlander,kromfohrlander intelligent funny agile dog love climb jump easily excels agility dog trick training fussy food come two coat type wirehaired beard smooth haired smooth face beard beautiful long soft hair breed nickname north america kromi krome ee kromfohrlander bred companion retains little hunting instinct despite terrier heritage often long lived year old good child family tends one person dog attached owner run away first alert stranger club contact detailsclub kromfohrlander club americaname mary dixonemail kromiclub gmail comphone kromfohrlander medium sized companion breed sensitive loving loyal owner distinctive smile sneeze greet pronunciation breed krome lahn dair,intelligent active sensitive,,38.1,45.72,9.0718474,15.875732950000002,13.0,15.0,foundation_stock_service,0.6,2-3_times_a_week_brushing,0.8,regularly,0.6,regular_exercise,0.6,agreeable,0.4,reserved_with_strangers,161,3,kromfohrlander intelligent funny agile dog love climb jump easily excels agility dog trick training fussy food come two coat type wirehaired beard smooth haired smooth face beard beautiful long soft hair breed nickname north america kromi krome ee kromfohrlander bred companion retains little hunting instinct despite terrier heritage often long lived year old good child family tends one person dog attached owner run away first alert stranger club contact detailsclub kromfohrlander club americaname mary dixonemail kromiclub gmail comphone kromfohrlander medium sized companion breed sensitive loving loyal owner distinctive smile sneeze greet pronunciation breed krome lahn dair intelligent active sensitive foundation_stock_service kromfohrlander 2-3_times_a_week_brushing regularly regular_exercise agreeable reserved_with_strangers
152,kuvasz,imposing impressive majestic massive mighty pick adjective like best apply kuvasz pronounced koo vahz plural kuvaszok pronounced koo vah sock snow white livestock guardian luxuriant coat stand high inch shoulder weigh pound despite size strength kuvs quick moving nimble footed protector meeting threat breed fan say elegantly proportioned head considered beautiful part kuvasz snow white kuvasz hungary majestic guardian flock companion king working dog impressive size strength imposing thickly coated kuvasz beautiful smart profoundly loyal challenging breed,loyal fearless sweet,163,66.04,76.2,31.751465900000003,52.16312255,10.0,12.0,working_group,0.4,weekly_brushing,0.8,regularly,0.6,regular_exercise,0.4,independent,0.4,reserved_with_strangers,118,3,imposing impressive majestic massive mighty pick adjective like best apply kuvasz pronounced koo vahz plural kuvaszok pronounced koo vah sock snow white livestock guardian luxuriant coat stand high inch shoulder weigh pound despite size strength kuvs quick moving nimble footed protector meeting threat breed fan say elegantly proportioned head considered beautiful part kuvasz snow white kuvasz hungary majestic guardian flock companion king working dog impressive size strength imposing thickly coated kuvasz beautiful smart profoundly loyal challenging breed loyal fearless sweet working_group kuvasz weekly_brushing regularly regular_exercise independent reserved_with_strangers
153,labrador_retriever,sturdy well balanced labrador retriever depending sex stand inch shoulder weigh pound dense hard coat come yellow black luscious chocolate head wide eye glimmer kindliness thick tapering otter tail seems forever signaling breed innate eagerness lab famously friendly companionable housemate bond whole family socialize well neighbor dog human alike mistake easygoing personality low energy lab enthusiastic athlete requires lot exercise like swimming marathon game fetch keep physically mentally fit sweet faced lovable labrador retriever america popular dog breed lab friendly outgoing high spirited companion enough affection go around family looking medium large dog,friendly active outgoing,1,54.61,62.23,24.947580350000003,36.2873896,10.0,12.0,sporting_group,0.4,weekly_brushing,0.8,regularly,1.0,needs_lots_of_activity,1.0,eager_to_please,1.0,outgoing,153,3,sturdy well balanced labrador retriever depending sex stand inch shoulder weigh pound dense hard coat come yellow black luscious chocolate head wide eye glimmer kindliness thick tapering otter tail seems forever signaling breed innate eagerness lab famously friendly companionable housemate bond whole family socialize well neighbor dog human alike mistake easygoing personality low energy lab enthusiastic athlete requires lot exercise like swimming marathon game fetch keep physically mentally fit sweet faced lovable labrador retriever america popular dog breed lab friendly outgoing high spirited companion enough affection go around family looking medium large dog friendly active outgoing sporting_group labrador_retriever weekly_brushing regularly needs_lots_of_activity eager_to_please outgoing
154,lagotto_romagnolo,italian word carino english say cute language breed totally endearing lagotto romagnolo plural lagotti romagnoli known wooly curl cover body head tail crowned lavish beard eyebrow whisker lagotti stand inch weigh pound fooled teddy bear look rugged worker true strength endurance breed trademark curl feel behave like human hair fur lagotto romagnolo italy adorable truffle dog sport curly coat lavish facial furnishing despite plush toy look lagotti durable worker excellent nose root truffle dainty pricey delicacy,affectionate keen undemanding,99,40.64,48.26,10.88621688,15.875732950000002,15.0,17.0,sporting_group,0.2,occasional_bath/brush,0.2,infrequent,0.6,regular_exercise,1.0,eager_to_please,0.6,alert/responsive,122,3,italian word carino english say cute language breed totally endearing lagotto romagnolo plural lagotti romagnoli known wooly curl cover body head tail crowned lavish beard eyebrow whisker lagotti stand inch weigh pound fooled teddy bear look rugged worker true strength endurance breed trademark curl feel behave like human hair fur lagotto romagnolo italy adorable truffle dog sport curly coat lavish facial furnishing despite plush toy look lagotti durable worker excellent nose root truffle dainty pricey delicacy affectionate keen undemanding sporting_group lagotto_romagnolo occasional_bath/brush infrequent regular_exercise eager_to_please alert/responsive
155,lakeland_terrier,square sturdy lakeland standing less inch shoulder weighing pound small dog tell cock walk swagger lakeland personify old dog lover cliché big dog small package come several color sporty saddle mark back folded v shaped ear straight front rectangular head mischievous twinkle eye lakeland blueprint long legged british terrier bold zesty big dog small package lakeland terrier named lake district native england farmer dog bred work pack sheep stealing fox lakeland coat hard wiry low shedding,friendly confident bold,147,35.56,38.1,7.71107029,7.71107029,12.0,15.0,terrier_group,0.4,weekly_brushing,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,0.6,alert/responsive,121,3,square sturdy lakeland standing less inch shoulder weighing pound small dog tell cock walk swagger lakeland personify old dog lover cliché big dog small package come several color sporty saddle mark back folded v shaped ear straight front rectangular head mischievous twinkle eye lakeland blueprint long legged british terrier bold zesty big dog small package lakeland terrier named lake district native england farmer dog bred work pack sheep stealing fox lakeland coat hard wiry low shedding friendly confident bold terrier_group lakeland_terrier weekly_brushing infrequent regular_exercise agreeable alert/responsive
156,lancashire_heeler,small powerful sturdily built alert energetic worker lancashire heeler work cattle terrier instinct rabbiting ratting unique characteristic called heeler smile content heelers known draw back lip effort emulates human smile breed placed endangered breed list kennel club u k due small number dog composing gene pool risk several inherited disease united state lancashire heeler clubname sheryl bradburyemail sherylbradbury windstream netphone lancashire heeler medium high energy dog intelligent alert friendly quick learn new task sturdy little dog short weather resistant coat black tan liver tan affectionate owner always happy talkative always ready walk small size give charm,affectionate versatile intelligent,,25.4,30.48,4.082331330000001,7.71107029,12.0,15.0,miscellaneous_class,0.2,occasional_bath/brush,0.6,seasonal,0.8,energetic,0.8,easy_training,0.8,friendly,156,3,small powerful sturdily built alert energetic worker lancashire heeler work cattle terrier instinct rabbiting ratting unique characteristic called heeler smile content heelers known draw back lip effort emulates human smile breed placed endangered breed list kennel club u k due small number dog composing gene pool risk several inherited disease united state lancashire heeler clubname sheryl bradburyemail sherylbradbury windstream netphone lancashire heeler medium high energy dog intelligent alert friendly quick learn new task sturdy little dog short weather resistant coat black tan liver tan affectionate owner always happy talkative always ready walk small size give charm affectionate versatile intelligent miscellaneous_class lancashire_heeler occasional_bath/brush seasonal energetic easy_training friendly
157,lapponian_herder,lapponian herder independent fun breed intelligent generally eager please high energy herding breed excel many dog sport besides herding companion event love hard work make wonderful breed event competitive fun early socialization important herding mentality thrive job though eager please lapponian herder vocal often bark working breed contactname heidi christensonaddress nw th street ridgefield wa email girln pooch yahoo comphone lapponian herder medium sized dog medium coat making easy maintain perfect experienced dog owner wonderful rounded diversified dog breed ready problem solve task given fit living environment long given job breed come many color including grey brown black often lighter undercoat white tan marking aloof stranger love people,friendly energetic intelligent,,45.72,50.8,31.751465900000003,31.751465900000003,10.0,14.0,foundation_stock_service,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,1.0,eager_to_please,0.4,reserved_with_strangers,183,3,lapponian herder independent fun breed intelligent generally eager please high energy herding breed excel many dog sport besides herding companion event love hard work make wonderful breed event competitive fun early socialization important herding mentality thrive job though eager please lapponian herder vocal often bark working breed contactname heidi christensonaddress nw th street ridgefield wa email girln pooch yahoo comphone lapponian herder medium sized dog medium coat making easy maintain perfect experienced dog owner wonderful rounded diversified dog breed ready problem solve task given fit living environment long given job breed come many color including grey brown black often lighter undercoat white tan marking aloof stranger love people friendly energetic intelligent foundation_stock_service lapponian_herder weekly_brushing seasonal regular_exercise eager_to_please reserved_with_strangers
158,leonberger,huge powerful dog yes leonberger also known aristocratic grace elegance male stand inch shoulder weigh much full grown human female run smaller still whole lot dog breed hallmark include medium long waterproof coat lush triangular ear bushy tail black facemask frame kindly dark brown eye dramatic feature male coat lion like mane around neck chest well built leo move easy elastic gait leo friendly nobody fool watchdog around worker exhibit intelligence sound judgment leo require lot brushing ample room romping unlimited love leonberger lush coated giant german origin gentle nature serene patience relish companionship whole family,friendly gentle playful,93,64.77,80.01,40.8233133,77.1107029,9.0,9.0,working_group,0.8,daily_brushing,0.8,regularly,0.6,regular_exercise,1.0,eager_to_please,0.8,friendly,150,3,huge powerful dog yes leonberger also known aristocratic grace elegance male stand inch shoulder weigh much full grown human female run smaller still whole lot dog breed hallmark include medium long waterproof coat lush triangular ear bushy tail black facemask frame kindly dark brown eye dramatic feature male coat lion like mane around neck chest well built leo move easy elastic gait leo friendly nobody fool watchdog around worker exhibit intelligence sound judgment leo require lot brushing ample room romping unlimited love leonberger lush coated giant german origin gentle nature serene patience relish companionship whole family friendly gentle playful working_group leonberger daily_brushing regularly regular_exercise eager_to_please friendly
159,lhasa_apso,standing less foot high shoulder lhasa small hardy dog aristocratic bearing famous floor length flat hanging coat parted middle draping side body feathery tail curl back distinct manner tibetan breed breed fan say dark oval shaped eye peeping lavish facial hair window lhasa merry soul complete picture unmistakably asian exotic elegant serenely well balanced lavishly coated lhasa apso thousand year old breed served sentinel palace monastery isolated high himalaya smart confident complex lhasa family comedian regally aloof stranger,confident smart comical,71,25.4,27.94,5.4431084400000005,8.164662660000001,12.0,15.0,non-sporting_group,0.6,2-3_times_a_week_brushing,0.2,infrequent,0.6,regular_exercise,0.4,independent,0.4,reserved_with_strangers,116,3,standing less foot high shoulder lhasa small hardy dog aristocratic bearing famous floor length flat hanging coat parted middle draping side body feathery tail curl back distinct manner tibetan breed breed fan say dark oval shaped eye peeping lavish facial hair window lhasa merry soul complete picture unmistakably asian exotic elegant serenely well balanced lavishly coated lhasa apso thousand year old breed served sentinel palace monastery isolated high himalaya smart confident complex lhasa family comedian regally aloof stranger confident smart comical non-sporting_group lhasa_apso 2-3_times_a_week_brushing infrequent regular_exercise independent reserved_with_strangers
160,löwchen,small dog enormous heart löwchen singular plural stand bit foot tall shoulder coat traditionally kept lion clip hindquarter tail clipped close skin overall effect mini lion full mane plumed tail coat come several color color combination beneath coat dog strong sturdy elegant artfully balanced companion dog whose name german little lion löwchen popular pet among continental european year portable non shedding löwchen said affectionate lively brave lion,affectionate outgoing positive,168,27.94,33.02,4.535923700000001,6.80388555,15.0,15.0,non-sporting_group,0.2,occasional_bath/brush,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,1.0,outgoing,125,3,small dog enormous heart löwchen singular plural stand bit foot tall shoulder coat traditionally kept lion clip hindquarter tail clipped close skin overall effect mini lion full mane plumed tail coat come several color color combination beneath coat dog strong sturdy elegant artfully balanced companion dog whose name german little lion löwchen popular pet among continental european year portable non shedding löwchen said affectionate lively brave lion affectionate outgoing positive non-sporting_group löwchen occasional_bath/brush infrequent regular_exercise agreeable outgoing
161,maltese,maltese affectionate toy dog weighing less seven pound covered long straight silky coat beneath white mantle compact body moving smooth effortless gait overall picture depicts free flowing elegance balance irresistible maltese face big dark eye black gumdrop nose conquer jaded sensibility despite aristocratic bearing maltese hardy adaptable pet make alert watchdog fearless charming toy dog way game little athlete agility course maltese low shedding long lived happy make new friend age sometimes stubborn willful respond well reward based training tiny maltese ye ancient dogge malta sitting lap luxury since bible work progress famous show stopping floor length coat maltese playful charming adaptable toy companion,gentle playful charming,37,17.78,22.86,3.17514659,3.17514659,12.0,15.0,toy_group,0.8,daily_brushing,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,1.0,outgoing,149,3,maltese affectionate toy dog weighing less seven pound covered long straight silky coat beneath white mantle compact body moving smooth effortless gait overall picture depicts free flowing elegance balance irresistible maltese face big dark eye black gumdrop nose conquer jaded sensibility despite aristocratic bearing maltese hardy adaptable pet make alert watchdog fearless charming toy dog way game little athlete agility course maltese low shedding long lived happy make new friend age sometimes stubborn willful respond well reward based training tiny maltese ye ancient dogge malta sitting lap luxury since bible work progress famous show stopping floor length coat maltese playful charming adaptable toy companion gentle playful charming toy_group maltese daily_brushing infrequent regular_exercise agreeable outgoing
162,manchester_terrier_standard,manchester similar temperament body type athletic ability despite difference size easily recognized tight coat rich mahogany tan jet black head long wedge shaped tan spot eye point watchful expression manchester motor running good reach front propulsive rear drive powered muscular caboose manchester terrier named english city much breed early development took place sleek racy dog possess terrier ratting instinct graceful contour coursing hound manchester spirited bright athletic combine streamlined grace coursing hound instinct fearless rat terrier racy dog come two size variety standard exceeding pound toy exceeding pound,spirited bright keenly observant,133,38.1,40.64,5.4431084400000005,9.97903214,15.0,17.0,terrier_group,0.4,weekly_brushing,0.4,occasional,0.6,regular_exercise,0.8,easy_training,0.6,alert/responsive,139,4,manchester similar temperament body type athletic ability despite difference size easily recognized tight coat rich mahogany tan jet black head long wedge shaped tan spot eye point watchful expression manchester motor running good reach front propulsive rear drive powered muscular caboose manchester terrier named english city much breed early development took place sleek racy dog possess terrier ratting instinct graceful contour coursing hound manchester spirited bright athletic combine streamlined grace coursing hound instinct fearless rat terrier racy dog come two size variety standard exceeding pound toy exceeding pound spirited bright keenly observant terrier_group manchester_terrier_standard weekly_brushing occasional regular_exercise easy_training alert/responsive
163,manchester_terrier_toy,manchester combine streamlined grace small coursing hound instinct fearless rat terrier racy little dog come two size variety toy exceeding pound standard exceeding pound manchester similar temperament body type athletic ability despite difference size easily recognized tight coat rich mahogany tan jet black head long wedge shaped tan spot eye point watchful expression manchester motor running good reach front propulsive rear drive powered muscular caboose manchester terrier named english city much breed early development took place sleek racy dog possess terrier ratting instinct graceful contour coursing hound manchester spirited bright athletic combine streamlined grace coursing hound instinct fearless rat terrier racy dog come two size variety toy exceeding pound standard exceeding pound,agile spirited intelligent,133,25.4,30.48,5.4431084400000005,5.4431084400000005,15.0,17.0,toy_group,0.4,weekly_brushing,0.4,occasional,0.6,regular_exercise,0.8,easy_training,0.6,alert/responsive,177,3,manchester combine streamlined grace small coursing hound instinct fearless rat terrier racy little dog come two size variety toy exceeding pound standard exceeding pound manchester similar temperament body type athletic ability despite difference size easily recognized tight coat rich mahogany tan jet black head long wedge shaped tan spot eye point watchful expression manchester motor running good reach front propulsive rear drive powered muscular caboose manchester terrier named english city much breed early development took place sleek racy dog possess terrier ratting instinct graceful contour coursing hound manchester spirited bright athletic combine streamlined grace coursing hound instinct fearless rat terrier racy dog come two size variety toy exceeding pound standard exceeding pound agile spirited intelligent toy_group manchester_terrier_toy weekly_brushing occasional regular_exercise easy_training alert/responsive
164,mastiff,uninitiated face face encounter black masked giant startling male stand least inch shoulder outweigh many full grown man rectangular body deep thickly muscled covered short double coat fawn apricot brindle stripe head broad massive wrinkled forehead accentuates alert kindly expression mastiff patient lovable companion guardian take best gentle training eternally loyal mastiff protective family natural wariness stranger make early training socialization essential mastiff magnificent pet acquiring powerful giant breed dog commitment taken lightly colossal mastiff belongs canine clan ancient civilization massive heavy boned dog courage prodigious strength mastiff docile dignified also formidable protector hold dear,courageous dignified good natured,29,69.85,76.2,54.4310844,104.3262451,6.0,10.0,working_group,0.2,occasional_bath/brush,0.4,occasional,0.6,regular_exercise,0.6,agreeable,0.6,alert/responsive,152,3,uninitiated face face encounter black masked giant startling male stand least inch shoulder outweigh many full grown man rectangular body deep thickly muscled covered short double coat fawn apricot brindle stripe head broad massive wrinkled forehead accentuates alert kindly expression mastiff patient lovable companion guardian take best gentle training eternally loyal mastiff protective family natural wariness stranger make early training socialization essential mastiff magnificent pet acquiring powerful giant breed dog commitment taken lightly colossal mastiff belongs canine clan ancient civilization massive heavy boned dog courage prodigious strength mastiff docile dignified also formidable protector hold dear courageous dignified good natured working_group mastiff occasional_bath/brush occasional regular_exercise agreeable alert/responsive
165,miniature_american_shepherd,miniature american shepherd share many physical trait forebear australian shepherd smaller scale female stand inch shoulder male range inch despite size mini every inch true herding dog energetic versatile rugged extremely bright eye catching coat come black blue merle red red merle merle exhibit amount marbling fleck blotch mini move smooth agile step dog built hard work punishing terrain miniature american shepherd resembles small australian shepherd true herder spite compact size mini bright self motivated worker endearingly loyal lively companion dog affinity horse,good natured intelligent devoted,34,33.02,45.72,9.0718474,18.1436948,12.0,13.0,herding_group,0.8,daily_brushing,1.0,frequent,0.8,energetic,1.0,eager_to_please,0.8,friendly,128,3,miniature american shepherd share many physical trait forebear australian shepherd smaller scale female stand inch shoulder male range inch despite size mini every inch true herding dog energetic versatile rugged extremely bright eye catching coat come black blue merle red red merle merle exhibit amount marbling fleck blotch mini move smooth agile step dog built hard work punishing terrain miniature american shepherd resembles small australian shepherd true herder spite compact size mini bright self motivated worker endearingly loyal lively companion dog affinity horse good natured intelligent devoted herding_group miniature_american_shepherd daily_brushing frequent energetic eager_to_please friendly
166,miniature_bull_terrier,nearly every way mini bull terrier smaller fact akc classified two bully variety breed mini stand inch shoulder square muscular size quite strong trademark large egg shaped head dark triangular eye twinkle mischief impossible mistake bull terrier breed coat pure white white predominate colored marking every way miniature bull terrier bull terrier smaller upbeat mischievous dog come equipped terrier fire fearlessness ever dog could claim title clown prince dogdom mini,upbeat mischievous comical,110,25.4,35.56,8.164662660000001,12.70058636,11.0,13.0,terrier_group,0.2,occasional_bath/brush,0.4,occasional,0.8,energetic,0.4,independent,0.6,alert/responsive,126,3,nearly every way mini bull terrier smaller fact akc classified two bully variety breed mini stand inch shoulder square muscular size quite strong trademark large egg shaped head dark triangular eye twinkle mischief impossible mistake bull terrier breed coat pure white white predominate colored marking every way miniature bull terrier bull terrier smaller upbeat mischievous dog come equipped terrier fire fearlessness ever dog could claim title clown prince dogdom mini upbeat mischievous comical terrier_group miniature_bull_terrier occasional_bath/brush occasional energetic independent alert/responsive
167,miniature_pinscher,min pin sturdy compact dog standing inch shoulder smooth shiny coat come two shade solid red chocolate rust black rust dark slightly oval eye high set ear help bring self possessed big dog personality distinguishing characteristic min pin high stepping hackney gait reminiscent hackney horse trot leggy miniature pinscher known fan king toy proud fearless fun loving toy breed lustrous coat compact wedge shaped physique true personality dog known high stepping hackney gait,fearless fun loving proud,70,25.4,31.75,3.62873896,4.535923700000001,12.0,16.0,toy_group,0.2,occasional_bath/brush,0.2,infrequent,0.6,regular_exercise,0.4,independent,0.6,alert/responsive,102,3,min pin sturdy compact dog standing inch shoulder smooth shiny coat come two shade solid red chocolate rust black rust dark slightly oval eye high set ear help bring self possessed big dog personality distinguishing characteristic min pin high stepping hackney gait reminiscent hackney horse trot leggy miniature pinscher known fan king toy proud fearless fun loving toy breed lustrous coat compact wedge shaped physique true personality dog known high stepping hackney gait fearless fun loving proud toy_group miniature_pinscher occasional_bath/brush infrequent regular_exercise independent alert/responsive
168,miniature_schnauzer,stocky robust little dog standing inch miniature schnauzer bred larger cousin standard schnauzer bushy beard eyebrow give mini charming human like expression hard wiry coat come three color pattern salt pepper black silver solid black created around farm dog ratter tough muscular fearless without aggressive miniature schnauzer bright friendly trainable companion small enough adapt apartment life tireless enough patrol acre farmland get along well animal kid mini sturdy little guy enjoy vigorous play home family oriented make great watchdog miniature schnauzer smallest three schnauzer breed generally healthy long lived low shedding companion add outgoing personality portable size sporty good look got ideal family dog,friendly smart obedient,19,30.48,35.56,4.9895160700000005,9.0718474,12.0,15.0,terrier_group,1.0,specialty/professional,0.2,infrequent,0.6,regular_exercise,1.0,eager_to_please,0.6,alert/responsive,151,3,stocky robust little dog standing inch miniature schnauzer bred larger cousin standard schnauzer bushy beard eyebrow give mini charming human like expression hard wiry coat come three color pattern salt pepper black silver solid black created around farm dog ratter tough muscular fearless without aggressive miniature schnauzer bright friendly trainable companion small enough adapt apartment life tireless enough patrol acre farmland get along well animal kid mini sturdy little guy enjoy vigorous play home family oriented make great watchdog miniature schnauzer smallest three schnauzer breed generally healthy long lived low shedding companion add outgoing personality portable size sporty good look got ideal family dog friendly smart obedient terrier_group miniature_schnauzer specialty/professional infrequent regular_exercise eager_to_please alert/responsive
169,mountain_cur,mountain cur fast hard hunter run track head air open semi open silent track clear bark heard long distance circle drift cold track hot one available locate hot track courageous fighter required extremely intelligent strong treeing instinct easily trained leave unwanted game respond best training lot human contact addition hunting make great companion watch dog breed contactname mandy middletonaddress n water street georgetown oh phone email walnutridgemtncurs yahoo com mountain cur hunting dog good treeing instinct courageous fighter extremely intelligent whatever job master desire dog crucial part culture early pioneer settler homesteader,intelligent strong willed reserved stranger,,40.64,66.04,13.6077711,27.2155422,10.0,13.0,foundation_stock_service,0.2,occasional_bath/brush,0.6,seasonal,1.0,needs_lots_of_activity,0.2,may_be_stubborn,0.4,reserved_with_strangers,159,5,mountain cur fast hard hunter run track head air open semi open silent track clear bark heard long distance circle drift cold track hot one available locate hot track courageous fighter required extremely intelligent strong treeing instinct easily trained leave unwanted game respond best training lot human contact addition hunting make great companion watch dog breed contactname mandy middletonaddress n water street georgetown oh phone email walnutridgemtncurs yahoo com mountain cur hunting dog good treeing instinct courageous fighter extremely intelligent whatever job master desire dog crucial part culture early pioneer settler homesteader intelligent strong willed reserved stranger foundation_stock_service mountain_cur occasional_bath/brush seasonal needs_lots_of_activity may_be_stubborn reserved_with_strangers
170,mudi,mudi pronounced moodie medium sized herding dog hungary existence since th century said mudi evolved naturally cross pul pumi german spitz breed today mudi though rare seen active intelligent biddable working breed estimated thousand mudi worldwide greatest number hungary followed finland even scarcer throughout europe u canada mudi excels agility obedience flyball well dog sport true working breed shine herding cattle sheep found fame search rescue dog finland u club contact detailsclub mudi club americaname susanne andersonemail sande gmail com mudi extremely versatile intelligent alert agile purpose hungarian farm dog courage useful working stubborn livestock breed loyal protector property family member without overly aggressive,loyal intelligent active,,38.1,46.99,8.164662660000001,13.15417873,12.0,14.0,miscellaneous_class,0.2,occasional_bath/brush,0.4,occasional,1.0,needs_lots_of_activity,1.0,eager_to_please,0.4,reserved_with_strangers,177,3,mudi pronounced moodie medium sized herding dog hungary existence since th century said mudi evolved naturally cross pul pumi german spitz breed today mudi though rare seen active intelligent biddable working breed estimated thousand mudi worldwide greatest number hungary followed finland even scarcer throughout europe u canada mudi excels agility obedience flyball well dog sport true working breed shine herding cattle sheep found fame search rescue dog finland u club contact detailsclub mudi club americaname susanne andersonemail sande gmail com mudi extremely versatile intelligent alert agile purpose hungarian farm dog courage useful working stubborn livestock breed loyal protector property family member without overly aggressive loyal intelligent active miscellaneous_class mudi occasional_bath/brush occasional needs_lots_of_activity eager_to_please reserved_with_strangers
171,neapolitan_mastiff,unless jurassic park never seen anything like mastino majestic guardian startling appearance massive powerful dog u neapolitan mastiff club describes dog head astounding give credit hitting upon right adjective profuse hanging wrinkle fold pendulous lip make mastino look like marzipan mastiff sun long yet breed inner dignity nobility described beautiful neapolitan mastiff huge powerful guarder whose astounding appearance intimidated intruder since day ancient rome wary stranger profusely wrinkled mastino sweet placid steady among loved one,loyal dignified watchful,102,60.96,78.74,49.895160700000005,68.0388555,7.0,9.0,working_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.2,may_be_stubborn,0.2,aloof/wary,118,3,unless jurassic park never seen anything like mastino majestic guardian startling appearance massive powerful dog u neapolitan mastiff club describes dog head astounding give credit hitting upon right adjective profuse hanging wrinkle fold pendulous lip make mastino look like marzipan mastiff sun long yet breed inner dignity nobility described beautiful neapolitan mastiff huge powerful guarder whose astounding appearance intimidated intruder since day ancient rome wary stranger profusely wrinkled mastino sweet placid steady among loved one loyal dignified watchful working_group neapolitan_mastiff weekly_brushing seasonal regular_exercise may_be_stubborn aloof/wary
172,nederlandse_kooikerhondje,kooikerhondje koi ker hond yuh little white orange dog big heart sporty eye catching fellow silky weather coat white red patch instantly recognizable thanks large black tipped ear richly feathered tail wag proudly breed sturdy bone structure expected serious hunter overall picture harmoniously built dog smooth flowing contour springy gait nederlandse kooikerhondje lively agile self confident good natured alert breed faithful easy going friendly home outdoors true sporting dog keen swift tough attentive energetic sufficient perseverance stamen enjoys working cheerful character,friendly alert quick,150,35.56,43.18,9.0718474,13.6077711,12.0,15.0,sporting_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,1.0,eager_to_please,0.4,reserved_with_strangers,123,3,kooikerhondje koi ker hond yuh little white orange dog big heart sporty eye catching fellow silky weather coat white red patch instantly recognizable thanks large black tipped ear richly feathered tail wag proudly breed sturdy bone structure expected serious hunter overall picture harmoniously built dog smooth flowing contour springy gait nederlandse kooikerhondje lively agile self confident good natured alert breed faithful easy going friendly home outdoors true sporting dog keen swift tough attentive energetic sufficient perseverance stamen enjoys working cheerful character friendly alert quick sporting_group nederlandse_kooikerhondje weekly_brushing seasonal regular_exercise eager_to_please reserved_with_strangers
173,newfoundland,male newfoundland weigh pound stand inch shoulder female typically go pound newf head majestic expression soft soulful outer coat flat coarse color gray brown black black white coat named artist sir edwin landseer popularized look painting newfie breed standard say sweet temperament important single characteristic breed newf sterling character expressed affinity kid trusting trainable newfs respond well gentle guidance noble giant among world biggest dog acquiring pet could outweigh come obvious challenge massive newfoundland strikingly large powerful working dog heavy bone dignified bearing sweet tempered newfie famously good companion earned reputation patient watchful nanny dog kid,sweet patient devoted,40,66.04,71.12,45.359237,68.0388555,9.0,10.0,working_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.8,easy_training,0.8,friendly,158,3,male newfoundland weigh pound stand inch shoulder female typically go pound newf head majestic expression soft soulful outer coat flat coarse color gray brown black black white coat named artist sir edwin landseer popularized look painting newfie breed standard say sweet temperament important single characteristic breed newf sterling character expressed affinity kid trusting trainable newfs respond well gentle guidance noble giant among world biggest dog acquiring pet could outweigh come obvious challenge massive newfoundland strikingly large powerful working dog heavy bone dignified bearing sweet tempered newfie famously good companion earned reputation patient watchful nanny dog kid sweet patient devoted working_group newfoundland weekly_brushing seasonal regular_exercise easy_training friendly
